Training_ID,Student_ID,Course_Name,Training_Type,Training_Attendance,Training_Score,Feedback_Rating,Pre_Training_Score,Post_Training_Score,Training_Impact,Improvement
T01557,S1557,Communication Skills,Technical,No,59.0,4.0,43.0,80.0,no,37.0
T01558,S1558,Data Science,Technical,No,76.0,6.0,80.0,80.0,Improvement,0.0
T01559,S1559,Leadership,Technical,Yes,79.0,6.0,80.0,80.0,Improvement,0.0
T01560,S1560,DevOps,no,Yes,80.0,6.0,80.0,84.0,no,4.0
T01561,S1561,Leadership,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01562,S1562,no,Soft Skills,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01563,S1563,Python Programming,Soft Skills,no,80.0,2.0,80.0,80.0,Improvement,0.0
T01564,S1564,IoT Basics,no,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01565,S1565,Negotiation,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T01566,S1566,Cloud Computing,no,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01567,S1567,IoT Basics,Technical,no,80.0,5.0,25.0,99.0,Improvement,74.0
T01568,S1568,Communication Skills,Technical,no,80.0,3.0,80.0,62.0,no,-18.0
T01569,S1569,Negotiation,no,No,80.0,3.0,80.0,60.0,Improvement,-20.0
T01570,S1570,IoT Basics,Soft Skills,Yes,80.0,3.0,59.0,80.0,no,21.0
T01571,S1571,Leadership,Soft Skills,No,80.0,2.0,80.0,80.0,Improvement,0.0
T01572,S1572,Blockchain,Soft Skills,no,85.0,3.0,80.0,80.0,no,0.0
T01573,S1573,Data Science,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01574,S1574,Data Science,Soft Skills,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T01575,S1575,IoT Basics,Technical,Yes,73.0,5.0,80.0,80.0,No Improvement,0.0
T01576,S1576,Blockchain,Soft Skills,Yes,100.0,3.0,27.0,80.0,Improvement,53.0
T01577,S1577,Negotiation,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T01578,S1578,Python Programming,Technical,Yes,80.0,4.0,80.0,89.0,Improvement,9.0
T01579,S1579,Blockchain,Soft Skills,Yes,80.0,3.0,31.0,96.0,no,65.0
T01580,S1580,Negotiation,Soft Skills,No,80.0,6.0,80.0,83.0,Improvement,3.0
T01581,S1581,DevOps,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01582,S1582,Communication Skills,no,No,80.0,3.0,80.0,80.0,no,0.0
T01583,S1583,Cybersecurity,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01584,S1584,Cybersecurity,Technical,Yes,80.0,1.0,80.0,80.0,Improvement,0.0
T01585,S1585,AI Fundamentals,Technical,No,80.0,3.0,80.0,80.0,no,0.0
T01586,S1586,no,Soft Skills,Yes,80.0,3.0,80.0,54.0,Improvement,-26.0
T01587,S1587,IoT Basics,no,No,59.0,3.0,80.0,80.0,Improvement,0.0
T01588,S1588,no,Technical,Yes,80.0,6.0,80.0,3.0,Improvement,-77.0
T01589,S1589,Data Science,Soft Skills,Yes,80.0,6.0,74.0,80.0,no,6.0
T01590,S1590,AI Fundamentals,Technical,Yes,80.0,3.0,7.0,80.0,Improvement,73.0
T01591,S1591,DevOps,Technical,Yes,26.0,3.0,80.0,80.0,no,0.0
T01592,S1592,Negotiation,Soft Skills,no,58.0,6.0,80.0,79.0,no,-1.0
T01593,S1593,Python Programming,Technical,Yes,80.0,5.0,80.0,80.0,Improvement,0.0
T01594,S1594,no,Technical,Yes,80.0,1.0,54.0,80.0,Improvement,26.0
T01595,S1595,no,Technical,No,80.0,3.0,21.0,80.0,Improvement,59.0
T01596,S1596,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01597,S1597,no,Technical,No,79.0,3.0,29.0,80.0,No Improvement,51.0
T01598,S1598,Negotiation,Soft Skills,No,80.0,3.0,80.0,7.0,Improvement,-73.0
T01599,S1599,no,Technical,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T01600,S1600,Negotiation,Technical,Yes,80.0,6.0,80.0,32.0,Improvement,-48.0
T01601,S1601,Python Programming,Soft Skills,Yes,80.0,2.0,80.0,80.0,no,0.0
T01602,S1602,Python Programming,Technical,No,80.0,4.0,80.0,80.0,Improvement,0.0
T01603,S1603,IoT Basics,Technical,no,80.0,3.0,80.0,60.0,No Improvement,-20.0
T01604,S1604,Blockchain,no,No,80.0,6.0,80.0,80.0,no,0.0
T01605,S1605,Negotiation,Soft Skills,no,80.0,1.0,80.0,80.0,Improvement,0.0
T01606,S1606,Cloud Computing,Technical,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01607,S1607,Web Development,no,No,80.0,2.0,80.0,80.0,Improvement,0.0
T01608,S1608,Communication Skills,Technical,No,80.0,3.0,76.0,80.0,Improvement,4.0
T01609,S1609,Leadership,no,Yes,80.0,3.0,80.0,63.0,No Improvement,-17.0
T01610,S1610,no,Technical,Yes,80.0,1.0,3.0,80.0,Improvement,77.0
T01611,S1611,IoT Basics,Technical,Yes,80.0,3.0,80.0,85.0,Improvement,5.0
T01612,S1612,no,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T01613,S1613,Cybersecurity,no,no,80.0,3.0,80.0,72.0,Improvement,-8.0
T01614,S1614,Communication Skills,no,Yes,80.0,3.0,80.0,80.0,no,0.0
T01615,S1615,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01616,S1616,Leadership,Technical,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T01617,S1617,Leadership,Soft Skills,Yes,65.0,3.0,80.0,80.0,no,0.0
T01618,S1618,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01619,S1619,Cybersecurity,Technical,no,80.0,3.0,80.0,30.0,no,-50.0
T01620,S1620,Web Development,Technical,Yes,38.0,3.0,93.0,80.0,Improvement,-13.0
T01621,S1621,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01622,S1622,Cybersecurity,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T01623,S1623,Negotiation,Technical,No,80.0,3.0,21.0,80.0,Improvement,59.0
T01624,S1624,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01625,S1625,Cloud Computing,no,Yes,80.0,6.0,80.0,80.0,no,0.0
T01626,S1626,IoT Basics,Soft Skills,No,80.0,3.0,68.0,80.0,no,12.0
T01627,S1627,Communication Skills,Soft Skills,No,90.0,3.0,80.0,80.0,No Improvement,0.0
T01628,S1628,Python Programming,Technical,Yes,80.0,5.0,80.0,80.0,No Improvement,0.0
T01629,S1629,IoT Basics,Soft Skills,Yes,80.0,2.0,87.0,17.0,no,-70.0
T01630,S1630,AI Fundamentals,Technical,Yes,80.0,1.0,80.0,53.0,no,-27.0
T01631,S1631,Python Programming,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01632,S1632,Web Development,Soft Skills,No,30.0,6.0,80.0,80.0,Improvement,0.0
T01633,S1633,Cloud Computing,no,No,80.0,3.0,80.0,80.0,no,0.0
T01634,S1634,Cloud Computing,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01635,S1635,DevOps,Technical,Yes,53.0,3.0,80.0,80.0,no,0.0
T01636,S1636,no,Technical,No,80.0,6.0,80.0,80.0,no,0.0
T01637,S1637,Blockchain,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01638,S1638,Cybersecurity,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01639,S1639,Leadership,Technical,Yes,80.0,1.0,80.0,65.0,Improvement,-15.0
T01640,S1640,Blockchain,Technical,Yes,64.0,3.0,32.0,88.0,no,56.0
T01641,S1641,IoT Basics,no,no,80.0,6.0,80.0,11.0,no,-69.0
T01642,S1642,Python Programming,Soft Skills,Yes,80.0,4.0,80.0,7.0,no,-73.0
T01643,S1643,Web Development,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01644,S1644,Python Programming,no,Yes,80.0,3.0,96.0,80.0,no,-16.0
T01645,S1645,Cloud Computing,Technical,Yes,80.0,3.0,80.0,11.0,no,-69.0
T01646,S1646,no,Soft Skills,No,18.0,1.0,31.0,80.0,Improvement,49.0
T01647,S1647,Cloud Computing,Technical,No,80.0,3.0,77.0,80.0,Improvement,3.0
T01648,S1648,IoT Basics,no,no,80.0,2.0,56.0,80.0,no,24.0
T01649,S1649,Python Programming,Soft Skills,Yes,80.0,1.0,80.0,94.0,Improvement,14.0
T01650,S1650,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T01651,S1651,Web Development,Technical,No,80.0,2.0,80.0,47.0,no,-33.0
T01652,S1652,IoT Basics,Technical,Yes,80.0,3.0,10.0,71.0,Improvement,61.0
T01653,S1653,Data Science,Soft Skills,Yes,49.0,6.0,80.0,25.0,no,-55.0
T01654,S1654,Web Development,Technical,no,80.0,1.0,34.0,80.0,no,46.0
T01655,S1655,Leadership,Technical,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T01656,S1656,Cloud Computing,Technical,Yes,85.0,2.0,80.0,80.0,Improvement,0.0
T01657,S1657,IoT Basics,Soft Skills,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01658,S1658,no,Technical,no,80.0,1.0,80.0,37.0,Improvement,-43.0
T01659,S1659,Communication Skills,Technical,no,80.0,6.0,80.0,80.0,no,0.0
T01660,S1660,AI Fundamentals,Technical,no,80.0,3.0,66.0,75.0,Improvement,9.0
T01661,S1661,Cloud Computing,Soft Skills,No,80.0,4.0,80.0,80.0,no,0.0
T01662,S1662,IoT Basics,Technical,No,80.0,3.0,80.0,80.0,Improvement,0.0
T01663,S1663,Blockchain,no,no,2.0,3.0,80.0,80.0,Improvement,0.0
T01664,S1664,Negotiation,Soft Skills,No,80.0,6.0,69.0,80.0,No Improvement,11.0
T01665,S1665,Blockchain,Technical,No,80.0,5.0,80.0,80.0,no,0.0
T01666,S1666,no,Soft Skills,Yes,19.0,3.0,80.0,80.0,no,0.0
T01667,S1667,Data Science,Technical,no,74.0,6.0,1.0,80.0,no,79.0
T01668,S1668,Data Science,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01669,S1669,no,Technical,Yes,80.0,6.0,80.0,55.0,no,-25.0
T01670,S1670,Communication Skills,Technical,Yes,3.0,3.0,80.0,80.0,Improvement,0.0
T01671,S1671,no,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01672,S1672,no,Technical,Yes,29.0,1.0,80.0,80.0,no,0.0
T01673,S1673,Leadership,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01674,S1674,Blockchain,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01675,S1675,Cybersecurity,Technical,Yes,24.0,3.0,80.0,25.0,No Improvement,-55.0
T01676,S1676,Negotiation,Soft Skills,No,80.0,6.0,80.0,4.0,no,-76.0
T01677,S1677,DevOps,Soft Skills,Yes,74.0,3.0,80.0,80.0,no,0.0
T01678,S1678,Web Development,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01679,S1679,Cybersecurity,Technical,No,57.0,3.0,61.0,80.0,no,19.0
T01680,S1680,Communication Skills,Soft Skills,No,80.0,4.0,80.0,80.0,No Improvement,0.0
T01681,S1681,no,Technical,Yes,96.0,6.0,80.0,80.0,no,0.0
T01682,S1682,Cloud Computing,Soft Skills,Yes,83.0,6.0,80.0,80.0,no,0.0
T01683,S1683,Cloud Computing,Soft Skills,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T01684,S1684,Data Science,Soft Skills,No,80.0,2.0,80.0,93.0,no,13.0
T01685,S1685,Cybersecurity,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T01686,S1686,Data Science,Technical,no,80.0,6.0,80.0,80.0,no,0.0
T01687,S1687,no,Technical,Yes,37.0,3.0,30.0,80.0,no,50.0
T01688,S1688,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01689,S1689,Python Programming,Technical,Yes,12.0,3.0,80.0,80.0,Improvement,0.0
T01690,S1690,AI Fundamentals,Technical,No,80.0,1.0,80.0,97.0,no,17.0
T01691,S1691,AI Fundamentals,no,Yes,45.0,5.0,80.0,51.0,Improvement,-29.0
T01692,S1692,no,Soft Skills,Yes,80.0,4.0,80.0,80.0,no,0.0
T01693,S1693,Cybersecurity,Technical,No,80.0,6.0,80.0,70.0,no,-10.0
T01694,S1694,Cloud Computing,Technical,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01695,S1695,no,no,Yes,80.0,3.0,69.0,75.0,no,6.0
T01696,S1696,Blockchain,Soft Skills,no,80.0,4.0,80.0,80.0,Improvement,0.0
T01697,S1697,no,Soft Skills,Yes,57.0,3.0,80.0,80.0,no,0.0
T01698,S1698,Web Development,Soft Skills,Yes,41.0,6.0,80.0,98.0,Improvement,18.0
T01699,S1699,IoT Basics,Technical,Yes,80.0,6.0,65.0,80.0,No Improvement,15.0
T01700,S1700,Leadership,Soft Skills,no,80.0,6.0,80.0,80.0,No Improvement,0.0
T01701,S1701,Data Science,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01702,S1702,Negotiation,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01703,S1703,no,Soft Skills,Yes,80.0,6.0,80.0,26.0,Improvement,-54.0
T01704,S1704,Negotiation,no,Yes,80.0,6.0,17.0,75.0,no,58.0
T01705,S1705,IoT Basics,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01706,S1706,Communication Skills,Technical,Yes,17.0,4.0,80.0,33.0,No Improvement,-47.0
T01707,S1707,Blockchain,Technical,Yes,80.0,3.0,11.0,80.0,Improvement,69.0
T01708,S1708,DevOps,Technical,Yes,57.0,2.0,80.0,11.0,no,-69.0
T01709,S1709,Cloud Computing,Soft Skills,Yes,80.0,4.0,80.0,80.0,no,0.0
T01710,S1710,AI Fundamentals,Soft Skills,No,77.0,3.0,61.0,80.0,no,19.0
T01711,S1711,Blockchain,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T01712,S1712,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01713,S1713,Data Science,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01714,S1714,Communication Skills,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T01715,S1715,IoT Basics,Technical,no,63.0,3.0,80.0,48.0,Improvement,-32.0
T01716,S1716,Cloud Computing,Soft Skills,Yes,80.0,3.0,14.0,80.0,No Improvement,66.0
T01717,S1717,Cloud Computing,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01718,S1718,DevOps,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01719,S1719,no,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01720,S1720,DevOps,no,Yes,80.0,4.0,63.0,80.0,Improvement,17.0
T01721,S1721,no,Soft Skills,No,80.0,1.0,80.0,80.0,no,0.0
T01722,S1722,Blockchain,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01723,S1723,IoT Basics,Technical,No,80.0,6.0,80.0,80.0,no,0.0
T01724,S1724,Web Development,no,Yes,80.0,3.0,16.0,80.0,no,64.0
T01725,S1725,Web Development,Soft Skills,No,78.0,4.0,80.0,80.0,no,0.0
T01726,S1726,Cybersecurity,Soft Skills,No,80.0,6.0,80.0,9.0,no,-71.0
T01727,S1727,Blockchain,Soft Skills,Yes,80.0,3.0,29.0,19.0,No Improvement,-10.0
T01728,S1728,Web Development,Technical,Yes,80.0,4.0,80.0,80.0,Improvement,0.0
T01729,S1729,Python Programming,no,No,80.0,3.0,80.0,5.0,No Improvement,-75.0
T01730,S1730,AI Fundamentals,no,No,80.0,1.0,88.0,80.0,No Improvement,-8.0
T01731,S1731,Python Programming,no,no,80.0,6.0,80.0,80.0,no,0.0
T01732,S1732,AI Fundamentals,Technical,No,80.0,3.0,34.0,80.0,no,46.0
T01733,S1733,no,Technical,Yes,80.0,1.0,80.0,80.0,no,0.0
T01734,S1734,AI Fundamentals,Soft Skills,no,80.0,2.0,80.0,85.0,no,5.0
T01735,S1735,Data Science,Technical,No,13.0,3.0,86.0,80.0,No Improvement,-6.0
T01736,S1736,Cybersecurity,no,Yes,23.0,3.0,33.0,80.0,no,47.0
T01737,S1737,Data Science,Soft Skills,No,80.0,5.0,37.0,80.0,Improvement,43.0
T01738,S1738,Blockchain,no,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T01739,S1739,Cybersecurity,Technical,No,80.0,5.0,80.0,12.0,Improvement,-68.0
T01740,S1740,Blockchain,Technical,Yes,17.0,5.0,80.0,80.0,no,0.0
T01741,S1741,Negotiation,Soft Skills,Yes,77.0,1.0,33.0,80.0,no,47.0
T01742,S1742,Cybersecurity,Technical,Yes,56.0,3.0,80.0,80.0,no,0.0
T01743,S1743,Negotiation,Technical,no,80.0,3.0,80.0,80.0,no,0.0
T01744,S1744,DevOps,no,Yes,80.0,3.0,50.0,80.0,No Improvement,30.0
T01745,S1745,Leadership,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01746,S1746,Negotiation,Technical,Yes,80.0,3.0,50.0,80.0,Improvement,30.0
T01747,S1747,DevOps,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T01748,S1748,Web Development,Technical,No,80.0,2.0,80.0,80.0,no,0.0
T01749,S1749,Python Programming,Soft Skills,Yes,80.0,6.0,70.0,80.0,no,10.0
T01750,S1750,AI Fundamentals,Soft Skills,Yes,80.0,3.0,80.0,42.0,Improvement,-38.0
T01751,S1751,Negotiation,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01752,S1752,no,no,Yes,80.0,3.0,17.0,80.0,no,63.0
T01753,S1753,Data Science,Technical,Yes,80.0,3.0,98.0,86.0,no,-12.0
T01754,S1754,no,Technical,Yes,26.0,6.0,80.0,68.0,no,-12.0
T01755,S1755,IoT Basics,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T01756,S1756,DevOps,Soft Skills,No,80.0,4.0,19.0,86.0,No Improvement,67.0
T01757,S1757,Communication Skills,Technical,Yes,80.0,1.0,80.0,0.0,No Improvement,-80.0
T01758,S1758,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,80.0,No Improvement,0.0
T01759,S1759,Data Science,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01760,S1760,IoT Basics,Soft Skills,No,80.0,3.0,13.0,80.0,no,67.0
T01761,S1761,Python Programming,Soft Skills,No,80.0,5.0,80.0,80.0,Improvement,0.0
T01762,S1762,Cloud Computing,Soft Skills,No,80.0,6.0,80.0,22.0,no,-58.0
T01763,S1763,no,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T01764,S1764,Cloud Computing,Technical,Yes,80.0,3.0,80.0,91.0,no,11.0
T01765,S1765,Cybersecurity,Soft Skills,Yes,80.0,3.0,57.0,80.0,No Improvement,23.0
T01766,S1766,Cloud Computing,Soft Skills,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01767,S1767,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01768,S1768,Leadership,Soft Skills,no,80.0,3.0,80.0,80.0,No Improvement,0.0
T01769,S1769,Web Development,no,No,40.0,3.0,80.0,80.0,Improvement,0.0
T01770,S1770,IoT Basics,Technical,Yes,93.0,2.0,27.0,36.0,Improvement,9.0
T01771,S1771,Web Development,Technical,No,80.0,6.0,72.0,80.0,Improvement,8.0
T01772,S1772,Communication Skills,Soft Skills,Yes,65.0,3.0,58.0,80.0,no,22.0
T01773,S1773,Negotiation,Technical,Yes,80.0,6.0,80.0,52.0,Improvement,-28.0
T01774,S1774,Blockchain,Technical,No,80.0,6.0,2.0,80.0,no,78.0
T01775,S1775,Python Programming,Technical,Yes,80.0,4.0,34.0,80.0,Improvement,46.0
T01776,S1776,Web Development,Soft Skills,Yes,82.0,3.0,49.0,80.0,no,31.0
T01777,S1777,DevOps,Soft Skills,Yes,80.0,3.0,80.0,57.0,no,-23.0
T01778,S1778,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01779,S1779,AI Fundamentals,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01780,S1780,Leadership,Soft Skills,Yes,78.0,3.0,80.0,80.0,no,0.0
T01781,S1781,Python Programming,Technical,Yes,80.0,6.0,35.0,44.0,no,9.0
T01782,S1782,IoT Basics,Technical,Yes,36.0,3.0,80.0,80.0,Improvement,0.0
T01783,S1783,DevOps,Soft Skills,No,80.0,6.0,80.0,80.0,Improvement,0.0
T01784,S1784,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01785,S1785,Blockchain,no,no,26.0,3.0,80.0,80.0,Improvement,0.0
T01786,S1786,Cybersecurity,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T01787,S1787,Web Development,no,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01788,S1788,IoT Basics,no,Yes,80.0,5.0,74.0,80.0,no,6.0
T01789,S1789,Leadership,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T01790,S1790,Python Programming,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01791,S1791,Cybersecurity,Technical,Yes,80.0,3.0,80.0,67.0,Improvement,-13.0
T01792,S1792,IoT Basics,Soft Skills,No,80.0,3.0,80.0,80.0,No Improvement,0.0
T01793,S1793,Negotiation,Soft Skills,Yes,80.0,5.0,80.0,41.0,no,-39.0
T01794,S1794,Web Development,Technical,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01795,S1795,Cybersecurity,Soft Skills,no,80.0,3.0,80.0,36.0,no,-44.0
T01796,S1796,Python Programming,Technical,Yes,80.0,5.0,74.0,80.0,Improvement,6.0
T01797,S1797,Blockchain,Technical,No,80.0,3.0,85.0,38.0,Improvement,-47.0
T01798,S1798,Python Programming,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01799,S1799,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,80.0,Improvement,0.0
T01800,S1800,Negotiation,Technical,No,70.0,5.0,80.0,80.0,Improvement,0.0
T01801,S1801,DevOps,Soft Skills,Yes,80.0,5.0,80.0,80.0,no,0.0
T01802,S1802,no,Soft Skills,No,80.0,5.0,80.0,80.0,Improvement,0.0
T01803,S1803,Data Science,Technical,no,80.0,6.0,80.0,37.0,Improvement,-43.0
T01804,S1804,Cloud Computing,Soft Skills,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01805,S1805,no,no,Yes,80.0,1.0,80.0,22.0,no,-58.0
T01806,S1806,Blockchain,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01807,S1807,Negotiation,Technical,No,80.0,6.0,80.0,68.0,no,-12.0
T01808,S1808,Python Programming,Technical,Yes,80.0,6.0,80.0,80.0,no,0.0
T01809,S1809,Data Science,Technical,Yes,80.0,4.0,80.0,38.0,no,-42.0
T01810,S1810,Web Development,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T01811,S1811,Blockchain,Technical,No,80.0,3.0,62.0,80.0,no,18.0
T01812,S1812,IoT Basics,Soft Skills,No,3.0,3.0,80.0,80.0,No Improvement,0.0
T01813,S1813,AI Fundamentals,no,no,86.0,6.0,80.0,80.0,no,0.0
T01814,S1814,AI Fundamentals,Soft Skills,Yes,80.0,6.0,16.0,78.0,Improvement,62.0
T01815,S1815,Cybersecurity,Technical,Yes,80.0,3.0,80.0,23.0,no,-57.0
T01816,S1816,Cybersecurity,no,No,33.0,6.0,80.0,84.0,no,4.0
T01817,S1817,Communication Skills,Technical,No,80.0,3.0,30.0,79.0,no,49.0
T01818,S1818,Communication Skills,Technical,Yes,80.0,3.0,80.0,80.0,no,0.0
T01819,S1819,Cloud Computing,Technical,Yes,80.0,3.0,16.0,80.0,no,64.0
T01820,S1820,DevOps,Soft Skills,no,80.0,6.0,80.0,80.0,no,0.0
T01821,S1821,Python Programming,Technical,no,53.0,6.0,80.0,80.0,Improvement,0.0
T01822,S1822,IoT Basics,Soft Skills,no,80.0,6.0,80.0,80.0,Improvement,0.0
T01823,S1823,Web Development,Technical,No,29.0,6.0,80.0,80.0,Improvement,0.0
T01824,S1824,IoT Basics,Soft Skills,Yes,80.0,6.0,80.0,83.0,Improvement,3.0
T01825,S1825,no,Soft Skills,Yes,80.0,6.0,80.0,82.0,no,2.0
T01826,S1826,Cybersecurity,Soft Skills,Yes,80.0,6.0,24.0,64.0,no,40.0
T01827,S1827,Communication Skills,Soft Skills,Yes,80.0,1.0,60.0,80.0,no,20.0
T01828,S1828,Cybersecurity,Technical,no,49.0,3.0,80.0,80.0,Improvement,0.0
T01829,S1829,IoT Basics,Technical,No,80.0,1.0,80.0,80.0,Improvement,0.0
T01830,S1830,Web Development,no,Yes,80.0,3.0,80.0,80.0,Improvement,0.0
T01831,S1831,Web Development,Soft Skills,No,80.0,4.0,76.0,80.0,no,4.0
T01832,S1832,Negotiation,Technical,No,80.0,6.0,80.0,80.0,No Improvement,0.0
T01833,S1833,no,no,No,80.0,3.0,80.0,80.0,no,0.0
T01834,S1834,Communication Skills,Technical,No,80.0,3.0,80.0,37.0,no,-43.0
T01835,S1835,no,Technical,No,80.0,3.0,80.0,45.0,Improvement,-35.0
T01836,S1836,Data Science,Technical,no,80.0,3.0,80.0,80.0,Improvement,0.0
T01837,S1837,DevOps,Soft Skills,Yes,80.0,6.0,80.0,80.0,no,0.0
T01838,S1838,Cloud Computing,Technical,no,80.0,6.0,7.0,80.0,No Improvement,73.0
T01839,S1839,Negotiation,Soft Skills,No,80.0,3.0,80.0,80.0,no,0.0
T01840,S1840,DevOps,Technical,No,80.0,4.0,80.0,80.0,Improvement,0.0
T01841,S1841,Web Development,Soft Skills,No,80.0,6.0,80.0,80.0,no,0.0
T01842,S1842,Web Development,Soft Skills,No,36.0,3.0,79.0,80.0,no,1.0
T01843,S1843,Cloud Computing,no,No,80.0,6.0,39.0,80.0,no,41.0
T01844,S1844,Python Programming,Soft Skills,Yes,80.0,6.0,80.0,10.0,Improvement,-70.0
T01845,S1845,Cybersecurity,Technical,Yes,45.0,6.0,80.0,80.0,Improvement,0.0
T01846,S1846,Negotiation,Technical,no,23.0,3.0,80.0,22.0,No Improvement,-58.0
T01847,S1847,Blockchain,Technical,No,80.0,6.0,80.0,90.0,no,10.0
T01848,S1848,Communication Skills,Soft Skills,Yes,80.0,3.0,80.0,80.0,no,0.0
T01849,S1849,Python Programming,Technical,no,91.0,6.0,24.0,80.0,no,56.0
T01850,S1850,DevOps,Soft Skills,Yes,87.0,3.0,80.0,80.0,no,0.0
T01851,S1851,AI Fundamentals,Technical,no,81.0,3.0,24.0,79.0,no,55.0
T01852,S1852,Negotiation,Technical,Yes,44.0,3.0,57.0,80.0,No Improvement,23.0
T01853,S1853,Data Science,Technical,No,80.0,6.0,80.0,53.0,no,-27.0
T01854,S1854,IoT Basics,Soft Skills,no,80.0,1.0,80.0,80.0,no,0.0
T01855,S1855,Negotiation,Soft Skills,no,80.0,3.0,80.0,80.0,no,0.0
T01856,S1856,Negotiation,Soft Skills,Yes,80.0,3.0,80.0,80.0,No Improvement,0.0
T01857,S1857,Python Programming,Technical,No,46.0,3.0,100.0,80.0,No Improvement,-20.0
T01858,S1858,Data Science,Soft Skills,no,80.0,3.0,67.0,80.0,no,13.0
T01859,S1859,no,no,Yes,80.0,3.0,80.0,65.0,No Improvement,-15.0
T01860,S1860,Cloud Computing,Technical,Yes,65.0,3.0,80.0,80.0,no,0.0
