Student_ID,Attendance_Percentage,Mid_Term_Marks,Assignment_Score,Class_Participation,Activity_Participation,Aggregate_Academic_Score,Performance_Label
S2134,90.0,80.0,95.0,3.0,No,61.0,Good
S2137,80.0,62.0,95.0,6.0,Yes,89.0,At-Risk
S2139,96.0,58.0,95.0,5.0,No,89.0,Good
S2142,90.0,80.0,95.0,3.0,No,57.0,Good
S2147,80.0,80.0,95.0,8.0,Yes,61.0,Good
S2150,90.0,62.0,95.0,4.0,Yes,80.0,At-Risk
S2152,90.0,80.0,95.0,3.0,Yes,80.0,Average
S2155,90.0,80.0,95.0,4.0,No,66.0,Good
S2161,90.0,62.0,95.0,4.0,Yes,40.0,At-Risk
S2164,90.0,80.0,95.0,7.0,No,61.0,Average
S2165,80.0,58.0,95.0,3.0,Yes,87.0,Average
S2166,90.0,80.0,95.0,5.0,Yes,80.0,At-Risk
S2168,90.0,62.0,95.0,3.0,No,80.0,Average
S2172,90.0,66.0,95.0,2.0,Yes,80.0,At-Risk
S2175,80.0,80.0,95.0,3.0,Yes,80.0,Average
S2182,80.0,62.0,95.0,10.0,Yes,78.0,Good
S2184,90.0,73.0,95.0,3.0,Yes,61.0,Good
S2190,80.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2195,90.0,45.0,95.0,5.0,Yes,44.0,At-Risk
S2197,90.0,62.0,95.0,3.0,Yes,80.0,Average
S2201,90.0,62.0,95.0,6.0,Yes,59.0,At-Risk
S2203,90.0,62.0,95.0,3.0,Yes,80.0,Good
S2205,80.0,77.0,95.0,6.0,No,39.0,Average
S2209,80.0,80.0,95.0,3.0,No,61.0,Good
S2211,90.0,80.0,95.0,7.0,Yes,61.0,At-Risk
S2212,96.0,62.0,95.0,3.0,No,61.0,Good
S2213,90.0,80.0,95.0,3.0,Yes,32.5,At-Risk
S2214,90.0,58.0,95.0,3.0,Yes,58.0,Good
S2215,94.0,40.0,95.0,3.0,Yes,49.0,At-Risk
S2220,90.0,80.0,95.0,8.0,Yes,80.0,At-Risk
S2222,90.0,62.0,95.0,3.0,Yes,64.0,Average
S2226,90.0,35.0,95.0,3.0,No,80.0,Good
S2228,80.0,80.0,95.0,2.0,Yes,80.0,At-Risk
S2232,93.0,62.0,95.0,3.0,No,80.0,At-Risk
S2238,90.0,77.0,95.0,2.0,Yes,61.0,Good
S2241,90.0,80.0,95.0,7.0,Yes,32.5,Average
S2242,90.0,62.0,95.0,2.0,Yes,83.0,At-Risk
S2246,90.0,80.0,95.0,10.0,Yes,38.0,Good
S2249,80.0,80.0,95.0,3.0,Yes,67.0,Good
S2251,90.0,62.0,95.0,4.0,Yes,61.0,At-Risk
S2252,90.0,53.0,95.0,5.0,Yes,72.0,Average
S2256,90.0,67.0,95.0,3.0,Yes,61.0,At-Risk
S2258,80.0,62.0,95.0,3.0,No,80.0,Good
S2264,90.0,62.0,95.0,3.0,Yes,61.0,Average
S2269,90.0,80.0,95.0,3.0,Yes,61.0,Average
S2273,90.0,62.0,95.0,3.0,No,61.0,Good
S2275,90.0,35.0,95.0,4.0,Yes,61.0,At-Risk
S2277,90.0,72.0,95.0,3.0,Yes,80.0,At-Risk
S2278,90.0,73.0,95.0,5.0,No,45.0,Good
S2279,90.0,62.0,95.0,8.0,Yes,62.0,Good
S2280,80.0,62.0,95.0,7.0,Yes,80.0,Average
S2281,90.0,62.0,95.0,3.0,Yes,39.0,At-Risk
S2284,90.0,39.0,95.0,3.0,Yes,68.0,Average
S2291,80.0,74.0,95.0,3.0,Yes,61.0,Good
S2292,90.0,80.0,95.0,5.0,No,48.0,At-Risk
S2293,90.0,80.0,95.0,3.0,Yes,61.0,Good
S2295,90.0,80.0,95.0,5.0,Yes,42.0,Average
S2296,90.0,62.0,95.0,3.0,No,75.0,Good
S2299,90.0,84.0,95.0,1.0,Yes,80.0,Good
S2303,80.0,54.0,95.0,10.0,Yes,80.0,Average
S2304,90.0,62.0,95.0,3.0,Yes,56.0,Good
S2305,83.0,80.0,95.0,8.0,Yes,81.0,At-Risk
S2309,90.0,80.0,95.0,7.0,No,80.0,Good
S2311,85.0,80.0,95.0,3.0,Yes,61.0,Good
S2315,90.0,35.0,95.0,3.0,Yes,80.0,At-Risk
S2316,90.0,80.0,95.0,2.0,Yes,61.0,Average
S2317,90.0,62.0,95.0,3.0,Yes,43.0,At-Risk
S2318,80.0,35.0,95.0,4.0,Yes,56.0,Good
S2328,90.0,75.0,95.0,3.0,No,61.0,At-Risk
S2333,90.0,64.0,95.0,3.0,Yes,61.0,Good
S2335,87.0,80.0,95.0,3.0,Yes,34.0,At-Risk
S2336,90.0,95.0,95.0,3.0,Yes,36.0,At-Risk
S2337,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2339,80.0,80.0,95.0,4.0,Yes,61.0,At-Risk
S2340,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S2342,90.0,80.0,95.0,3.0,No,70.0,At-Risk
S2345,80.0,61.0,95.0,3.0,Yes,80.0,Average
S2348,90.0,62.0,95.0,3.0,Yes,61.0,Good
S2350,90.0,80.0,95.0,2.0,Yes,80.0,Average
S2351,90.0,75.0,95.0,3.0,Yes,67.0,Good
S2353,90.0,89.0,95.0,2.0,Yes,80.0,Average
S2357,90.0,80.0,95.0,10.0,Yes,61.0,Good
S2359,96.0,36.0,95.0,3.0,Yes,61.0,Good
S2360,90.0,62.0,95.0,10.0,Yes,83.0,Good
S2366,80.0,35.0,95.0,10.0,Yes,61.0,Good
S2368,90.0,62.0,95.0,6.0,No,80.0,Average
S2369,90.0,62.0,95.0,3.0,Yes,73.0,Average
S2371,90.0,80.0,95.0,6.0,No,80.0,Good
S2373,80.0,51.0,95.0,6.0,Yes,61.0,Average
S2375,90.0,80.0,95.0,2.0,Yes,80.0,At-Risk
S2379,92.0,62.0,95.0,3.0,Yes,61.0,Good
S2380,80.0,80.0,95.0,3.0,Yes,58.0,At-Risk
S2381,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S2385,90.0,56.0,95.0,3.0,No,53.0,At-Risk
S2389,90.0,69.0,95.0,8.0,Yes,61.0,Good
S2391,90.0,84.0,95.0,3.0,Yes,61.0,Good
S2395,82.0,36.0,95.0,3.0,Yes,64.0,Average
S2396,80.0,80.0,95.0,8.0,No,71.0,Good
S2398,90.0,62.0,95.0,4.0,Yes,41.0,Good
S2399,90.0,62.0,95.0,8.0,Yes,62.0,At-Risk
S2402,90.0,80.0,95.0,7.0,Yes,61.0,Average
S2403,90.0,55.0,95.0,3.0,Yes,80.0,At-Risk
S2405,90.0,80.0,95.0,3.0,Yes,80.0,Good
S2406,90.0,63.0,95.0,1.0,Yes,63.0,At-Risk
S2408,80.0,80.0,95.0,3.0,Yes,66.0,Average
S2411,90.0,49.0,95.0,3.0,No,80.0,Good
S2419,90.0,62.0,95.0,3.0,No,61.0,Average
S2425,90.0,62.0,95.0,6.0,Yes,80.0,Good
S2428,80.0,80.0,95.0,5.0,Yes,80.0,At-Risk
S2429,80.0,62.0,95.0,8.0,Yes,80.0,Good
S2430,85.0,80.0,95.0,3.0,No,61.0,Average
S2434,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2437,80.0,80.0,95.0,10.0,Yes,61.0,Good
S2439,80.0,61.0,95.0,4.0,No,47.0,Good
S2440,90.0,80.0,95.0,3.0,No,61.0,Good
S2441,90.0,58.0,95.0,2.0,No,61.0,Average
S2444,90.0,62.0,95.0,3.0,No,61.0,Good
S2447,90.0,35.0,95.0,3.0,Yes,61.0,At-Risk
S2448,90.0,80.0,95.0,3.0,Yes,61.0,Average
S2450,90.0,80.0,95.0,3.0,No,80.0,At-Risk
S2452,90.0,80.0,95.0,3.0,No,61.0,Good
S2454,90.0,62.0,95.0,3.0,No,84.0,Average
S2455,80.0,80.0,95.0,6.0,No,69.0,Average
S2459,90.0,62.0,95.0,3.0,Yes,80.0,Good
S2461,90.0,80.0,95.0,2.0,Yes,61.0,At-Risk
S2465,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S2468,90.0,62.0,95.0,5.0,No,41.0,At-Risk
S2469,96.0,80.0,95.0,3.0,No,80.0,Good
S2470,90.0,62.0,95.0,4.0,No,80.0,Good
S2472,90.0,45.0,95.0,5.0,No,50.0,At-Risk
S2473,90.0,86.0,95.0,9.0,No,53.0,Average
S2474,90.0,54.0,95.0,6.0,Yes,61.0,At-Risk
S2481,90.0,72.0,95.0,3.0,Yes,80.0,At-Risk
S2487,96.0,62.0,95.0,3.0,Yes,61.0,Good
S2488,80.0,62.0,95.0,3.0,Yes,70.0,Average
S2490,90.0,71.0,95.0,3.0,No,80.0,Average
S2494,90.0,89.0,95.0,8.0,Yes,61.0,Good
S2497,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S2498,90.0,42.0,95.0,3.0,No,80.0,Good
S2502,90.0,80.0,95.0,3.0,Yes,92.0,At-Risk
S2507,90.0,63.0,95.0,4.0,Yes,61.0,At-Risk
S2508,90.0,62.0,95.0,7.0,Yes,61.0,Good
S2509,90.0,62.0,95.0,1.0,Yes,54.0,Average
S2513,80.0,80.0,95.0,9.0,Yes,61.0,Average
S2517,90.0,35.0,95.0,10.0,Yes,61.0,Average
S2519,90.0,62.0,95.0,3.0,No,61.0,Average
S2525,90.0,80.0,95.0,8.0,Yes,80.0,Average
S2527,90.0,73.0,95.0,9.0,Yes,61.0,At-Risk
S2532,90.0,62.0,95.0,3.0,Yes,39.0,At-Risk
S2533,90.0,35.0,95.0,3.0,No,61.0,At-Risk
S2534,90.0,80.0,95.0,3.0,No,80.0,Good
S2535,90.0,60.0,95.0,1.0,Yes,61.0,Good
S2538,90.0,62.0,95.0,3.0,No,75.0,At-Risk
S2545,80.0,63.0,95.0,8.0,No,61.0,Good
S2547,80.0,77.0,95.0,3.0,No,61.0,Good
S2555,90.0,90.0,95.0,3.0,Yes,61.0,Good
S2560,90.0,57.0,95.0,3.0,Yes,61.0,At-Risk
S2561,80.0,80.0,95.0,2.0,Yes,80.0,At-Risk
S2562,80.0,80.0,95.0,9.0,No,61.0,At-Risk
S2564,90.0,62.0,95.0,5.0,Yes,61.0,Average
S2566,90.0,72.0,95.0,3.0,Yes,32.5,At-Risk
S2568,96.0,62.0,95.0,3.0,Yes,61.0,Good
S2569,80.0,80.0,95.0,3.0,Yes,61.0,Good
S2571,90.0,62.0,95.0,3.0,No,62.0,Good
S2578,90.0,80.0,95.0,3.0,Yes,80.0,Good
S2579,90.0,57.0,95.0,3.0,Yes,61.0,Average
S2581,90.0,80.0,95.0,5.0,No,61.0,At-Risk
S2583,80.0,80.0,95.0,5.0,Yes,61.0,Good
S2590,90.0,80.0,95.0,9.0,Yes,46.0,At-Risk
S2592,90.0,62.0,95.0,3.0,Yes,80.0,Average
S2593,90.0,80.0,95.0,1.0,No,80.0,Good
S2597,90.0,48.0,95.0,5.0,Yes,39.0,Good
S2598,90.0,62.0,95.0,3.0,Yes,93.0,At-Risk
S2600,90.0,69.0,95.0,3.0,Yes,40.0,Good
S2601,90.0,87.0,95.0,3.0,Yes,61.0,At-Risk
S2602,89.0,62.0,95.0,3.0,No,80.0,Good
S2605,90.0,74.0,95.0,3.0,Yes,32.5,At-Risk
S2606,90.0,80.0,95.0,2.0,No,80.0,Good
S2607,94.0,36.0,95.0,2.0,No,80.0,Average
S2609,80.0,67.0,95.0,4.0,No,67.0,Good
S2614,90.0,80.0,95.0,8.0,Yes,49.0,Average
S2619,80.0,62.0,95.0,3.0,Yes,64.0,Average
S2620,80.0,35.0,95.0,3.0,No,61.0,Good
S2621,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S2622,90.0,58.0,95.0,3.0,No,70.0,At-Risk
S2626,90.0,62.0,95.0,9.0,No,80.0,Good
S2627,90.0,62.0,95.0,7.0,Yes,36.0,Good
S2629,90.0,80.0,95.0,9.0,No,80.0,Average
S2633,90.0,91.0,95.0,3.0,Yes,80.0,Good
S2634,90.0,80.0,95.0,5.0,No,43.0,Good
S2635,90.0,62.0,95.0,3.0,No,80.0,Average
S2636,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2638,90.0,80.0,95.0,9.0,No,77.0,Good
S2640,92.0,62.0,95.0,7.0,Yes,43.0,At-Risk
S2641,80.0,62.0,95.0,8.0,No,61.0,At-Risk
S2648,90.0,80.0,95.0,3.0,No,82.0,At-Risk
S2650,88.0,62.0,95.0,3.0,No,80.0,Good
S2652,90.0,80.0,95.0,2.0,Yes,80.0,Good
S2654,80.0,35.0,95.0,4.0,No,61.0,Average
S2657,90.0,80.0,95.0,3.0,Yes,80.0,Average
S2658,90.0,62.0,95.0,5.0,Yes,80.0,At-Risk
S2663,90.0,62.0,95.0,3.0,No,32.5,Average
S2664,90.0,80.0,95.0,3.0,No,61.0,Good
S2668,90.0,41.0,95.0,3.0,No,61.0,Average
S2670,80.0,62.0,95.0,3.0,Yes,38.0,At-Risk
S2674,90.0,80.0,95.0,2.0,Yes,61.0,Average
S2676,90.0,38.0,95.0,7.0,No,33.0,At-Risk
S2677,90.0,35.0,95.0,3.0,Yes,88.0,Good
S2678,90.0,35.0,95.0,3.0,Yes,65.0,At-Risk
S2681,90.0,62.0,95.0,1.0,Yes,80.0,Good
S2690,90.0,66.0,95.0,10.0,Yes,43.0,Good
S2693,80.0,92.0,95.0,3.0,Yes,80.0,Good
S2694,90.0,59.0,95.0,6.0,Yes,61.0,At-Risk
S2695,96.0,80.0,95.0,3.0,Yes,39.0,At-Risk
S2698,80.0,62.0,95.0,3.0,No,51.0,Good
S2700,90.0,91.0,95.0,6.0,Yes,61.0,Good
S2707,90.0,80.0,95.0,3.0,No,83.0,At-Risk
S2709,90.0,80.0,95.0,3.0,Yes,82.0,At-Risk
S2714,90.0,62.0,95.0,5.0,No,61.0,Good
S2716,90.0,80.0,95.0,3.0,Yes,53.0,Good
S2718,80.0,35.0,95.0,3.0,No,43.0,At-Risk
S2719,90.0,80.0,95.0,3.0,No,53.0,At-Risk
S2720,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2722,90.0,35.0,95.0,5.0,No,80.0,Good
S2729,80.0,94.0,95.0,3.0,No,80.0,Good
S2730,90.0,80.0,95.0,3.0,No,61.0,At-Risk
S2732,90.0,40.0,95.0,3.0,No,61.0,Good
S2733,80.0,40.0,95.0,5.0,No,61.0,Good
S2737,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2738,80.0,62.0,95.0,10.0,No,80.0,Good
S2740,90.0,54.0,95.0,9.0,No,80.0,Average
S2743,80.0,62.0,95.0,5.0,Yes,61.0,Good
S2745,80.0,62.0,95.0,4.0,Yes,61.0,Good
S2749,90.0,62.0,95.0,8.0,Yes,80.0,Good
S2751,90.0,76.0,95.0,7.0,Yes,61.0,At-Risk
S2753,90.0,86.0,95.0,3.0,No,61.0,At-Risk
S2754,90.0,48.0,95.0,3.0,Yes,60.0,At-Risk
S2756,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S2757,90.0,80.0,95.0,3.0,No,44.0,At-Risk
S2759,90.0,80.0,95.0,3.0,No,80.0,Good
S2761,90.0,62.0,95.0,3.0,No,76.0,Good
S2762,80.0,65.0,95.0,3.0,Yes,61.0,At-Risk
S2766,90.0,62.0,95.0,3.0,Yes,52.0,Good
S2767,90.0,80.0,95.0,3.0,Yes,61.0,Average
S2769,90.0,62.0,95.0,7.0,Yes,61.0,Average
S2772,80.0,65.0,95.0,3.0,Yes,80.0,Average
S2775,90.0,80.0,95.0,2.0,Yes,80.0,Good
S2777,90.0,80.0,95.0,3.0,Yes,61.0,Average
S2778,90.0,62.0,95.0,5.0,Yes,80.0,At-Risk
S2780,84.0,61.0,95.0,7.0,Yes,34.0,Average
S2782,90.0,62.0,95.0,1.0,Yes,80.0,Good
S2786,90.0,62.0,95.0,6.0,Yes,80.0,At-Risk
S2787,90.0,62.0,95.0,9.0,Yes,91.0,Good
S2791,90.0,62.0,95.0,3.0,Yes,80.0,Good
S2797,90.0,62.0,95.0,10.0,Yes,80.0,Good
S2799,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S2800,90.0,87.0,95.0,3.0,Yes,61.0,At-Risk
S2804,80.0,73.0,95.0,3.0,Yes,80.0,Good
S2806,90.0,57.0,95.0,1.0,Yes,80.0,At-Risk
S2810,90.0,94.0,95.0,3.0,Yes,80.0,Good
S2813,80.0,73.0,95.0,3.0,Yes,61.0,At-Risk
S2814,90.0,76.0,95.0,3.0,Yes,80.0,Average
S2815,90.0,67.0,95.0,3.0,Yes,61.0,Good
S2819,90.0,62.0,95.0,5.0,No,80.0,At-Risk
S2821,90.0,70.0,95.0,5.0,Yes,83.0,At-Risk
S2823,88.0,80.0,95.0,3.0,No,80.0,Good
S2826,80.0,51.0,95.0,8.0,Yes,80.0,Average
S2827,90.0,63.0,95.0,3.0,Yes,61.0,Good
S2828,90.0,80.0,95.0,8.0,Yes,80.0,Average
S2830,90.0,92.0,95.0,6.0,Yes,61.0,Good
S2831,90.0,80.0,95.0,9.0,Yes,80.0,At-Risk
S2832,90.0,62.0,95.0,3.0,No,61.0,At-Risk
S2835,90.0,62.0,95.0,6.0,Yes,75.0,At-Risk
S2836,90.0,62.0,95.0,5.0,Yes,61.0,At-Risk
S2837,90.0,62.0,95.0,3.0,No,62.0,At-Risk
S2840,85.0,80.0,95.0,2.0,Yes,32.5,Average
S2845,90.0,80.0,95.0,3.0,No,62.0,Good
S2846,80.0,87.0,95.0,1.0,Yes,61.0,Average
S2847,90.0,62.0,95.0,4.0,Yes,61.0,Good
S2849,90.0,67.0,95.0,3.0,Yes,61.0,Good
S2852,90.0,62.0,95.0,6.0,Yes,61.0,At-Risk
S2853,95.0,62.0,95.0,2.0,Yes,72.0,At-Risk
S2854,90.0,35.0,95.0,3.0,Yes,61.0,Good
S2855,90.0,53.0,95.0,3.0,Yes,40.0,Good
S2858,90.0,50.0,95.0,5.0,Yes,78.0,At-Risk
S2859,90.0,41.0,95.0,3.0,Yes,61.0,At-Risk
S2861,90.0,80.0,95.0,3.0,No,61.0,Good
S2862,90.0,87.0,95.0,5.0,No,80.0,Good
S2863,89.0,82.0,95.0,3.0,Yes,61.0,At-Risk
S2865,90.0,80.0,95.0,3.0,No,87.0,Average
S2878,90.0,57.0,95.0,5.0,Yes,50.0,Average
S2879,90.0,80.0,95.0,3.0,Yes,63.0,Average
S2883,90.0,67.0,95.0,3.0,Yes,80.0,Good
S2886,94.0,80.0,95.0,3.0,No,71.0,Average
S2888,80.0,62.0,95.0,6.0,No,61.0,Good
S2890,90.0,80.0,95.0,3.0,Yes,61.0,Good
S2891,90.0,65.0,95.0,6.0,Yes,42.0,At-Risk
S2893,90.0,80.0,95.0,9.0,Yes,61.0,At-Risk
S2894,90.0,62.0,95.0,3.0,No,61.0,Average
S2896,95.0,80.0,95.0,3.0,No,61.0,Good
S2905,90.0,88.0,95.0,1.0,Yes,61.0,At-Risk
S2908,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S2912,90.0,62.0,95.0,3.0,Yes,80.0,Average
S2915,87.0,94.0,95.0,1.0,Yes,80.0,Average
S2916,90.0,80.0,95.0,8.0,Yes,61.0,At-Risk
S2920,90.0,50.0,95.0,3.0,Yes,80.0,Good
S2922,90.0,80.0,95.0,3.0,Yes,61.0,Average
S2929,90.0,80.0,95.0,3.0,No,61.0,Good
S2931,90.0,80.0,95.0,10.0,No,61.0,At-Risk
S2932,90.0,62.0,95.0,7.0,Yes,61.0,Average
S2933,90.0,46.0,95.0,10.0,No,80.0,Good
S2935,80.0,53.0,95.0,8.0,Yes,80.0,At-Risk
S2939,90.0,62.0,95.0,3.0,No,81.0,Average
S2941,90.0,62.0,95.0,3.0,Yes,58.0,Average
S2944,90.0,80.0,95.0,4.0,Yes,87.0,At-Risk
S2946,80.0,80.0,95.0,2.0,Yes,61.0,Good
S2949,80.0,43.0,95.0,3.0,No,80.0,Good
S2951,90.0,71.0,95.0,3.0,Yes,56.0,At-Risk
S2952,90.0,62.0,95.0,5.0,No,61.0,Good
S2955,90.0,62.0,95.0,3.0,Yes,46.0,Good
S2959,90.0,49.0,95.0,3.0,Yes,80.0,Average
S2960,90.0,62.0,95.0,4.0,Yes,80.0,Average
S2962,90.0,44.0,95.0,3.0,No,61.0,Average
S2964,90.0,62.0,95.0,8.0,Yes,61.0,Average
S2966,90.0,62.0,95.0,5.0,No,61.0,At-Risk
S2971,90.0,62.0,95.0,3.0,Yes,67.0,Average
S2972,80.0,80.0,95.0,3.0,Yes,72.0,Average
S2977,90.0,62.0,95.0,3.0,Yes,80.0,At-Risk
S2978,96.0,62.0,95.0,9.0,No,80.0,Good
S2982,90.0,83.0,95.0,3.0,No,32.5,Average
S2986,92.0,49.0,95.0,3.0,Yes,77.0,At-Risk
S2987,80.0,62.0,95.0,8.0,Yes,90.0,At-Risk
S2988,90.0,62.0,95.0,10.0,Yes,61.0,At-Risk
S2992,90.0,62.0,95.0,4.0,Yes,61.0,Average
S2995,80.0,57.0,95.0,3.0,Yes,61.0,At-Risk
S2996,90.0,78.0,95.0,3.0,Yes,80.0,At-Risk
S2998,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S3001,90.0,80.0,95.0,3.0,Yes,58.0,Good
S3002,90.0,80.0,95.0,2.0,Yes,61.0,Good
S3003,90.0,47.0,95.0,1.0,Yes,94.0,Good
S3004,90.0,62.0,95.0,10.0,Yes,80.0,Good
S3005,90.0,80.0,95.0,3.0,Yes,61.0,At-Risk
S3006,92.0,62.0,95.0,10.0,Yes,61.0,Good
S3007,80.0,80.0,95.0,3.0,Yes,50.0,Good
S3008,80.0,35.0,95.0,3.0,Yes,61.0,Good
S3009,90.0,80.0,95.0,10.0,Yes,89.0,Good
S3010,80.0,62.0,95.0,3.0,No,80.0,At-Risk
S3012,95.0,35.0,95.0,9.0,Yes,61.0,At-Risk
S3013,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3016,80.0,80.0,95.0,3.0,Yes,80.0,Average
S3020,90.0,62.0,95.0,6.0,Yes,61.0,At-Risk
S3021,83.0,62.0,95.0,5.0,No,61.0,At-Risk
S3022,90.0,62.0,95.0,4.0,Yes,61.0,Average
S3023,80.0,46.0,95.0,5.0,Yes,54.0,Good
S3024,90.0,82.0,95.0,3.0,Yes,61.0,Good
S3025,90.0,77.0,95.0,6.0,Yes,65.0,Good
S3033,90.0,62.0,95.0,5.0,Yes,40.0,Good
S3034,90.0,76.0,95.0,3.0,Yes,61.0,Good
S3037,80.0,62.0,95.0,9.0,No,68.0,At-Risk
S3039,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3042,90.0,57.0,95.0,3.0,No,81.0,Average
S3043,90.0,62.0,95.0,3.0,No,61.0,Good
S3045,90.0,86.0,95.0,3.0,No,61.0,At-Risk
S3046,90.0,62.0,95.0,3.0,Yes,61.0,Good
S3048,90.0,62.0,95.0,9.0,No,90.0,Average
S3050,90.0,71.0,95.0,3.0,Yes,34.0,Good
S3052,90.0,80.0,95.0,3.0,Yes,61.0,Average
S3053,80.0,81.0,95.0,3.0,Yes,61.0,Good
S3055,90.0,80.0,95.0,3.0,No,34.0,Average
S3059,93.0,55.0,95.0,10.0,Yes,61.0,Good
S3060,80.0,60.0,95.0,4.0,Yes,63.0,Good
S3061,90.0,80.0,95.0,3.0,Yes,42.0,At-Risk
S3063,85.0,80.0,95.0,4.0,No,72.0,At-Risk
S3064,80.0,62.0,95.0,6.0,No,80.0,Good
S3065,90.0,80.0,95.0,1.0,No,59.0,At-Risk
S3067,90.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3069,80.0,79.0,95.0,3.0,No,61.0,Good
S3075,80.0,62.0,95.0,3.0,No,80.0,Average
S3077,90.0,78.0,95.0,3.0,No,61.0,Good
S3079,90.0,64.0,95.0,1.0,No,61.0,Good
S3080,89.0,56.0,95.0,3.0,Yes,66.0,At-Risk
S3082,80.0,55.0,95.0,9.0,Yes,80.0,Average
S3083,80.0,92.0,95.0,10.0,Yes,80.0,Good
S3086,80.0,80.0,95.0,6.0,Yes,61.0,At-Risk
S3089,90.0,37.0,95.0,3.0,Yes,61.0,Good
S3092,90.0,62.0,95.0,3.0,Yes,57.0,Good
S3093,80.0,95.0,95.0,3.0,Yes,59.0,Good
S3094,90.0,62.0,95.0,5.0,Yes,80.0,Good
S3098,90.0,82.0,95.0,3.0,No,80.0,Average
S3099,90.0,80.0,95.0,3.0,No,61.0,Good
S3101,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3103,80.0,62.0,95.0,3.0,Yes,62.0,At-Risk
S3107,90.0,62.0,95.0,3.0,No,80.0,At-Risk
S3109,90.0,62.0,95.0,4.0,No,80.0,Average
S3113,80.0,80.0,95.0,5.0,Yes,61.0,Good
S3117,80.0,62.0,95.0,3.0,Yes,61.0,Average
S3121,90.0,75.0,95.0,3.0,Yes,61.0,Good
S3123,90.0,46.0,95.0,9.0,Yes,61.0,Good
S3126,90.0,62.0,95.0,3.0,Yes,61.0,At-Risk
S3127,82.0,60.0,95.0,7.0,Yes,47.0,At-Risk
S3129,90.0,62.0,95.0,3.0,Yes,80.0,Good
S3131,80.0,80.0,95.0,10.0,Yes,38.0,Good
S3132,90.0,41.0,95.0,3.0,Yes,85.0,Good
S3134,80.0,62.0,95.0,3.0,Yes,80.0,Average
S3138,90.0,49.0,95.0,6.0,No,80.0,Average
S3141,90.0,62.0,95.0,3.0,No,62.0,Average
S3142,90.0,71.0,95.0,7.0,No,80.0,Good
S3143,90.0,62.0,95.0,5.0,Yes,61.0,Good
S3144,90.0,35.0,95.0,3.0,Yes,80.0,Average
S3145,90.0,80.0,95.0,3.0,Yes,61.0,Average
S3154,90.0,62.0,95.0,3.0,Yes,84.0,Average
S3157,90.0,62.0,95.0,7.0,Yes,61.0,Good
S3158,91.0,80.0,95.0,7.0,No,80.0,Good
S3162,90.0,62.0,95.0,5.0,No,61.0,Good
S3168,80.0,80.0,95.0,3.0,Yes,80.0,At-Risk
S3170,90.0,58.0,95.0,3.0,Yes,61.0,Average
S3173,96.0,62.0,95.0,2.0,No,80.0,At-Risk
S3176,90.0,62.0,95.0,1.0,Yes,89.0,Good
S3178,90.0,59.0,95.0,3.0,Yes,80.0,Average
S3180,80.0,41.0,95.0,10.0,Yes,61.0,Average
S3182,90.0,35.0,95.0,3.0,Yes,80.0,Average
S3187,90.0,62.0,95.0,2.0,No,80.0,Good
S3192,90.0,80.0,95.0,3.0,Yes,80.0,Good
S3193,90.0,80.0,95.0,3.0,Yes,45.0,At-Risk
S3195,90.0,80.0,95.0,7.0,Yes,61.0,At-Risk
S3196,90.0,61.0,95.0,8.0,Yes,61.0,At-Risk
S3197,80.0,62.0,95.0,8.0,Yes,80.0,Good
S3199,80.0,62.0,95.0,9.0,Yes,57.0,Good
S3205,80.0,62.0,95.0,3.0,Yes,84.0,Good
S3207,90.0,80.0,95.0,4.0,Yes,61.0,At-Risk
S3209,90.0,80.0,95.0,9.0,No,80.0,At-Risk
S3210,90.0,62.0,95.0,7.0,No,80.0,Average
S3212,90.0,80.0,95.0,3.0,Yes,80.0,Average
S3213,90.0,80.0,95.0,5.0,Yes,61.0,Good
S3218,90.0,80.0,95.0,3.0,Yes,61.0,Good
S3230,90.0,80.0,95.0,3.0,Yes,80.0,Average
S3233,90.0,58.0,95.0,6.0,Yes,80.0,Good
S3235,90.0,80.0,95.0,2.0,No,53.0,Average
S3238,90.0,45.0,95.0,9.0,Yes,61.0,Good
S3240,80.0,93.0,95.0,3.0,Yes,80.0,Good
S3242,90.0,80.0,95.0,4.0,Yes,67.0,Good
S3244,90.0,57.0,95.0,3.0,Yes,61.0,Average
S3245,80.0,80.0,95.0,3.0,No,61.0,At-Risk
